class_name,kind,dataset_id,item_key,review_verdict,answer,class_box_count,label_count,source_image_path,annotation_path,updated_at,reviewed_at,negative_reason
fire,negative,loop:finetune_v2,images/test/event_feedback_016932_smoke_70acacf05c747304.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_016932_smoke_70acacf05c747304.jpg,.runtime/yolo_label_review/manual_annotations_v1/aa/aacff2d3e5ef3928ce13e082bb7f5d3420542e09eefcca437d2f4b82ab80a9e4.json,2026-07-24T09:05:08.473Z,2026-07-24T09:05:08.473Z,manual_negative
fire,negative,loop:finetune_v2,images/test/event_feedback_022785_smoke_77b4047006eabdfb.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_022785_smoke_77b4047006eabdfb.jpg,.runtime/yolo_label_review/manual_annotations_v1/0e/0e5fd2a4eea5238678c5e30e3ecdd8340cadde5fe496c8b92631d215e9f4c40a.json,2026-07-24T09:06:34.558Z,2026-07-24T09:06:34.558Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/test/event_feedback_022993_smoke_760a768d445b43f8.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_022993_smoke_760a768d445b43f8.jpg,.runtime/yolo_label_review/manual_annotations_v1/a4/a4026e87e9ec8350ac8dee144a3939a9cb4a9bd9b6a4b9ee4340f7c89c23cab6.json,2026-07-24T09:08:38.085Z,2026-07-24T09:08:38.085Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/test/event_feedback_023087_smoke_89ff055544d70232.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_023087_smoke_89ff055544d70232.jpg,.runtime/yolo_label_review/manual_annotations_v1/2b/2bd8b4b908e0553954331bc06d768fdef590e723c4175903e9f1f7a00cbfa88a.json,2026-07-24T09:09:39.068Z,2026-07-24T09:09:39.068Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/test/event_feedback_023297_smoke_25785e26c66b514c.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_023297_smoke_25785e26c66b514c.jpg,.runtime/yolo_label_review/manual_annotations_v1/8e/8e261bfe72d10c3f0863a5319df874b6f90edbc85a062b97bd47ae765cbf0f56.json,2026-07-24T09:13:23.417Z,2026-07-24T09:13:23.417Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/test/event_feedback_023298_smoke_e893e4bc73f782db.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/test/event_feedback_023298_smoke_e893e4bc73f782db.jpg,.runtime/yolo_label_review/manual_annotations_v1/7c/7cefe092d6424fffca8e21dff53b9072400501501bdbd300ae3fc4e345ba61c5.json,2026-07-24T09:13:32.154Z,2026-07-24T09:13:32.154Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_000454_smoke_cbd713e7aa232346.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000454_smoke_cbd713e7aa232346.jpg,.runtime/yolo_label_review/manual_annotations_v1/6d/6db81c20d81f356df83833f1635ef1afd53cb49bdac88bab9696e2ad1c423038.json,2026-07-24T08:37:17.247Z,2026-07-24T08:37:17.247Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000592_smoke_42c13dbff045f809.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000592_smoke_42c13dbff045f809.jpg,.runtime/yolo_label_review/manual_annotations_v1/52/52d9d04c0e1dde7f24a8f57a34accd6ab2b73e56b122119316b086e5d3c00d0d.json,2026-07-24T08:37:38.104Z,2026-07-24T08:37:38.104Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000593_smoke_fb7d7177701785eb.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000593_smoke_fb7d7177701785eb.jpg,.runtime/yolo_label_review/manual_annotations_v1/29/2984ab6116838f5e3fb012f51e5037d2f7cbd7ea538dac69c636b3a21c32d9b6.json,2026-07-24T08:37:46.505Z,2026-07-24T08:37:46.505Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000594_smoke_2d81289874520bb1.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000594_smoke_2d81289874520bb1.jpg,.runtime/yolo_label_review/manual_annotations_v1/f1/f1e743818ad9a2ae9118e32736fbe079e87e31616e7115ff6a397490a872e5d5.json,2026-07-24T08:37:55.389Z,2026-07-24T08:37:55.389Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000596_smoke_1bf14e47820e713b.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000596_smoke_1bf14e47820e713b.jpg,.runtime/yolo_label_review/manual_annotations_v1/01/01b693ba99101f5617547ddd1068d0b1e0b95eb2ff362a205381d873154b347a.json,2026-07-24T08:38:05.270Z,2026-07-24T08:38:05.270Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000601_smoke_0dbdb717a1bc5b9b.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000601_smoke_0dbdb717a1bc5b9b.jpg,.runtime/yolo_label_review/manual_annotations_v1/60/604033b376d846c46652e7a9f7d311d8b02a08062588c2e1bd92f81cdeb7cce7.json,2026-07-24T08:38:14.430Z,2026-07-24T08:38:14.430Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000603_smoke_a28ece375d95fecd.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000603_smoke_a28ece375d95fecd.jpg,.runtime/yolo_label_review/manual_annotations_v1/12/1266f1a7f2345bcefde3f9b270fe8ac7c88da631df43e720b75e41ea7099fa75.json,2026-07-24T08:38:37.331Z,2026-07-24T08:38:37.331Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000604_smoke_7a91a379e5f9f8e7.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000604_smoke_7a91a379e5f9f8e7.jpg,.runtime/yolo_label_review/manual_annotations_v1/c8/c865703d99c429519f2e518b8d00a8be1d4d27439d68ecf2f5f811f11c7e0030.json,2026-07-24T08:38:46.659Z,2026-07-24T08:38:46.659Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000605_smoke_a483c9765a2c1741.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000605_smoke_a483c9765a2c1741.jpg,.runtime/yolo_label_review/manual_annotations_v1/c4/c426afa6b053475b05ff4fdaac9295a5d5cc6e6b5d4d9eab3811a854bfe5fc64.json,2026-07-24T08:38:57.960Z,2026-07-24T08:38:57.960Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000606_smoke_7a3306e841b9c8cc.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000606_smoke_7a3306e841b9c8cc.jpg,.runtime/yolo_label_review/manual_annotations_v1/61/61ff6730ef3038ca474afea009e20562b1fbd2afbee05487a272c87e67ea325d.json,2026-07-24T08:39:06.756Z,2026-07-24T08:39:06.756Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000610_smoke_bd35c6643cf58d8d.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000610_smoke_bd35c6643cf58d8d.jpg,.runtime/yolo_label_review/manual_annotations_v1/23/23fa81d05df7d1d33cbb96488d33cc5050f120c05be6b5ee6e046248770ce647.json,2026-07-24T08:39:16.736Z,2026-07-24T08:39:16.736Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000612_smoke_629cdf964f515257.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000612_smoke_629cdf964f515257.jpg,.runtime/yolo_label_review/manual_annotations_v1/ca/ca2a15d0827b53084c53c68d58a2349347f860409f37169e6e4b8b483e53aa28.json,2026-07-24T08:39:26.398Z,2026-07-24T08:39:26.398Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000613_smoke_28a57236c3c864b7.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000613_smoke_28a57236c3c864b7.jpg,.runtime/yolo_label_review/manual_annotations_v1/4b/4bf97a8868088fed3280d0158e55e1551e9c2f3f93d602cca3969fe68bea28e3.json,2026-07-24T08:39:36.294Z,2026-07-24T08:39:36.294Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000614_smoke_88a3684b6824fca0.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000614_smoke_88a3684b6824fca0.jpg,.runtime/yolo_label_review/manual_annotations_v1/7c/7c723789d9b14aea69b2f8a100896fe96e1e46402b610361084bec514a794dca.json,2026-07-24T08:39:47.634Z,2026-07-24T08:39:47.634Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_000616_smoke_061989cf414af1a9.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_000616_smoke_061989cf414af1a9.jpg,.runtime/yolo_label_review/manual_annotations_v1/a7/a7c4f3ebea7e74e7c25e355e888cff32763b45082b4686e0b9cbecf78ca8802b.json,2026-07-24T08:39:57.416Z,2026-07-24T08:39:57.416Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_001369_smoke_ca54b284edd3767f.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_001369_smoke_ca54b284edd3767f.jpg,.runtime/yolo_label_review/manual_annotations_v1/27/277d9efb5d9a6fa7509e474d56fc43db4e5477bb36900291b6748468407af26b.json,2026-07-24T08:40:08.328Z,2026-07-24T08:40:08.328Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_001371_smoke_9d2f4b3c726c9f3d.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_001371_smoke_9d2f4b3c726c9f3d.jpg,.runtime/yolo_label_review/manual_annotations_v1/c7/c7e3454c50aee9299207e34c7ba2c9304849854be5f95a2e86916ecf4d26f850.json,2026-07-24T08:40:17.807Z,2026-07-24T08:40:17.807Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_001417_smoke_011754795b580e2f.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_001417_smoke_011754795b580e2f.jpg,.runtime/yolo_label_review/manual_annotations_v1/9c/9cf01bebb9091f66232ecfc502e198ecf6237eea578cbcedeeab309a73d0decd.json,2026-07-24T08:40:44.998Z,2026-07-24T08:40:44.998Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_001418_smoke_011754795b580e2f.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_001418_smoke_011754795b580e2f.jpg,.runtime/yolo_label_review/manual_annotations_v1/cb/cb75b590901d5e1be86d38677ae4472cfa0e2ad9b708d9ce99ab6f1ef90b8123.json,2026-07-24T08:40:55.973Z,2026-07-24T08:40:55.973Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_002545_smoke_8cce6e930e9f7e56.jpg,pass,YES,0,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_002545_smoke_8cce6e930e9f7e56.jpg,.runtime/yolo_label_review/manual_annotations_v1/e2/e23960cf4f3628c9f3f4e4d7c0248f214f65f1c077855cc0a2884a933d2462a2.json,2026-07-24T08:41:06.207Z,2026-07-24T08:41:06.207Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_002904_smoke_abf5bb46dac93b9c.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_002904_smoke_abf5bb46dac93b9c.jpg,.runtime/yolo_label_review/manual_annotations_v1/53/53325b2cfd8c7525619faecfa226443f6dac4b2231e4d7c65c3bb39235662d45.json,2026-07-24T08:41:22.920Z,2026-07-24T08:41:22.920Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_005656_smoke_d33df700013f97a5.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_005656_smoke_d33df700013f97a5.jpg,.runtime/yolo_label_review/manual_annotations_v1/3d/3d4364ff263a16787a3f3972aa053390e6dd8f3eac34b41b5b8861d72ca9a87a.json,2026-07-24T08:41:35.819Z,2026-07-24T08:41:35.819Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_005753_smoke_0795307953ad5e44.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_005753_smoke_0795307953ad5e44.jpg,.runtime/yolo_label_review/manual_annotations_v1/c2/c2eeed18a0ec27e5cb713c47348dc3221a90f2046d72658c3c47941b53f67365.json,2026-07-24T08:41:44.007Z,2026-07-24T08:41:44.007Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_010428_smoke_90980e21fe480bc4.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_010428_smoke_90980e21fe480bc4.jpg,.runtime/yolo_label_review/manual_annotations_v1/ac/ac31c653b123f252f7fe0460734665f21e7858e93555d8fcbb59bd7c7a0846e5.json,2026-07-24T08:41:55.953Z,2026-07-24T08:41:55.953Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_010444_fire_0a0b907f19434b37.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_010444_fire_0a0b907f19434b37.jpg,.runtime/yolo_label_review/manual_annotations_v1/34/349fabade30c2cc7188987ec714fbf6fcf03d7adf4988fdfc0f1b0ae9cea13eb.json,2026-07-24T08:42:09.696Z,2026-07-24T08:42:09.696Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_011404_smoke_abd4f33686d105ed.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011404_smoke_abd4f33686d105ed.jpg,.runtime/yolo_label_review/manual_annotations_v1/c8/c8ecc9c9d0bc80ce0574ed7bae7de2521581fc94bf21bf4c81fd3cc2ec9ad7c5.json,2026-07-24T08:42:20.010Z,2026-07-24T08:42:20.010Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_011665_smoke_54d333d93c395b9c.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011665_smoke_54d333d93c395b9c.jpg,.runtime/yolo_label_review/manual_annotations_v1/07/0706866814f994893e2fec8f7c8eaafd92aa09ce5e02ec64201ff4fe9961c610.json,2026-07-24T08:42:30.901Z,2026-07-24T08:42:30.901Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_011733_smoke_957d0989fc9bf987.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011733_smoke_957d0989fc9bf987.jpg,.runtime/yolo_label_review/manual_annotations_v1/2d/2d2c4ccb41c14c8cfe3ec6fa32d77083e1d429b35a0f266bfa0858d676792d88.json,2026-07-24T08:42:40.705Z,2026-07-24T08:42:40.705Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011776_smoke_9e0f68d550926632.jpg,pass,YES,0,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011776_smoke_9e0f68d550926632.jpg,.runtime/yolo_label_review/manual_annotations_v1/e8/e8d39cb6d7501b6600c5f15bddc66ea1af017c18ba10cb4184bebf64748a8c0c.json,2026-07-24T08:45:45.010Z,2026-07-24T08:45:45.010Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011827_smoke_6c13c7d321f51071.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011827_smoke_6c13c7d321f51071.jpg,.runtime/yolo_label_review/manual_annotations_v1/92/9297746ef7c75b59f7771f440302b337d83274324b098402a6c13a2e9d4bb97e.json,2026-07-24T08:51:01.758Z,2026-07-24T08:51:01.758Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011830_smoke_5123a1dd844867c8.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011830_smoke_5123a1dd844867c8.jpg,.runtime/yolo_label_review/manual_annotations_v1/06/063595d922b448c3d35b940de63a9b31655674f4f4f1845194df829e89b51172.json,2026-07-24T08:51:43.591Z,2026-07-24T08:51:43.591Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011832_smoke_4768fce8efa7b93d.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011832_smoke_4768fce8efa7b93d.jpg,.runtime/yolo_label_review/manual_annotations_v1/ae/ae5b023a1b802f6365daca83d09fd744f7b05e24e96bd60d75314294a76bc9b9.json,2026-07-24T08:51:55.397Z,2026-07-24T08:51:55.397Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011835_smoke_c571e0b11b558ae3.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011835_smoke_c571e0b11b558ae3.jpg,.runtime/yolo_label_review/manual_annotations_v1/f1/f1af502d0883c633520edc838216281507fdf623c520b0a66c9c16290b78aaf2.json,2026-07-24T08:52:18.711Z,2026-07-24T08:52:18.711Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011913_smoke_383c8ea26bd67aad.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011913_smoke_383c8ea26bd67aad.jpg,.runtime/yolo_label_review/manual_annotations_v1/79/7963793bc7f0812f2bb5f86bd6829095282582f4f33d71db4c23cfe7f66b2826.json,2026-07-24T08:59:11.623Z,2026-07-24T08:59:11.623Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011914_fire_fcef3ae44b12b716.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011914_fire_fcef3ae44b12b716.jpg,.runtime/yolo_label_review/manual_annotations_v1/d5/d576372d1efee49bf4d78fc9f24c7683c2cdda8c1120c5d84cc9944db475e923.json,2026-07-24T08:59:23.219Z,2026-07-24T08:59:23.219Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_011920_smoke_4efcb19a3c185cee.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011920_smoke_4efcb19a3c185cee.jpg,.runtime/yolo_label_review/manual_annotations_v1/65/65082ec0fc93fb4f2ba74b24f4bfac682276c3fcaa55d7084f663b785dbdf57f.json,2026-07-24T09:00:16.883Z,2026-07-24T09:00:16.883Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_013009_smoke_2a78cd97cb0ae27d.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_013009_smoke_2a78cd97cb0ae27d.jpg,.runtime/yolo_label_review/manual_annotations_v1/0b/0b95607f6ee7dcb2d217d7a5a58e79e35cbb2d7987af17884fbcebea336cf40a.json,2026-07-24T09:00:28.025Z,2026-07-24T09:00:28.025Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_013026_smoke_b27fd31105fa2506.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_013026_smoke_b27fd31105fa2506.jpg,.runtime/yolo_label_review/manual_annotations_v1/a5/a525950cc1648cd44217e8b9faa86d1b0ad25543199ff314bdc5207f54efe80c.json,2026-07-24T09:00:39.886Z,2026-07-24T09:00:39.886Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_013930_smoke_5ae71f92614967d8.jpg,pass,YES,0,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_013930_smoke_5ae71f92614967d8.jpg,.runtime/yolo_label_review/manual_annotations_v1/db/dbee10d49266957093a9ea7613da07094b2e710977485d885dc4c6d79b1c8c19.json,2026-07-24T09:00:59.476Z,2026-07-24T09:00:59.476Z,pass_other_class_or_empty
fire,negative,loop:finetune_v2,images/train/event_feedback_014793_smoke_46beca76124e807e.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_014793_smoke_46beca76124e807e.jpg,.runtime/yolo_label_review/manual_annotations_v1/47/47c95b7d29071aa8bf4bc00c8161ae80c2f106035693af65933ad4dab1bde071.json,2026-07-24T09:01:21.054Z,2026-07-24T09:01:21.054Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_014794_smoke_12e82a568aa4a64c.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_014794_smoke_12e82a568aa4a64c.jpg,.runtime/yolo_label_review/manual_annotations_v1/76/7641ea74039682b552ab99eaf6e0fbeb90b2dd8b97f1fbd03afc3d8388558228.json,2026-07-24T09:02:48.600Z,2026-07-24T09:02:48.600Z,manual_negative
fire,negative,loop:finetune_v2,images/train/event_feedback_014795_smoke_06eaeb0e108fa013.jpg,negative,NO,0,0,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_014795_smoke_06eaeb0e108fa013.jpg,.runtime/yolo_label_review/manual_annotations_v1/9d/9dab4f96ae6b05b94a2b78ef7ff315b2f8930a49e6ac4fb37f18c147080cd753.json,2026-07-24T09:02:56.762Z,2026-07-24T09:02:56.762Z,manual_negative
