class_name,kind,dataset_id,item_key,review_verdict,answer,class_box_count,label_count,source_image_path,annotation_path,updated_at,reviewed_at
fire,positive,loop:finetune_v2,images/train/event_feedback_011764_fire_b6774b54d91ef204.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011764_fire_b6774b54d91ef204.jpg,.runtime/yolo_label_review/manual_annotations_v1/a3/a3c7f1bf468bd1998b65120f22df6750a65643ec50fd83a4428af1cfee666e1d.json,2026-07-24T08:44:48.553Z,2026-07-24T08:44:48.553Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011765_smoke_084d8fabc4e76d3b.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011765_smoke_084d8fabc4e76d3b.jpg,.runtime/yolo_label_review/manual_annotations_v1/25/252f9bf94cdd0abb74f236b822d715b9b66189c60b410511ddd564625d8398d4.json,2026-07-24T08:44:57.533Z,2026-07-24T08:44:57.533Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011767_fire_551058f675b9b762.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011767_fire_551058f675b9b762.jpg,.runtime/yolo_label_review/manual_annotations_v1/7e/7e20c855d771e2d91bf10408f41ef8595ab7b3a532b21e8d587e6482cfc4381c.json,2026-07-24T08:45:08.811Z,2026-07-24T08:45:08.811Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011772_smoke_33facded09302c2d.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011772_smoke_33facded09302c2d.jpg,.runtime/yolo_label_review/manual_annotations_v1/08/0883518e7354a796651c115f266614b3ca0ef81d57017a3a45665b36f8d215fb.json,2026-07-24T08:45:18.113Z,2026-07-24T08:45:18.113Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011773_smoke_fc1c0225068b105c.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011773_smoke_fc1c0225068b105c.jpg,.runtime/yolo_label_review/manual_annotations_v1/33/33a5646f710a403358300d69f0b2cb2cc3806dab9755f7c5faea0df935f1a307.json,2026-07-24T08:45:35.669Z,2026-07-24T08:45:35.669Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011774_smoke_da89bc9765f722bd.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011774_smoke_da89bc9765f722bd.jpg,.runtime/yolo_label_review/manual_annotations_v1/68/68cba36f156197ea9d12fae33d8de4d435ccfe4f9831afd58d662b92fee91d47.json,2026-07-24T08:45:40.259Z,2026-07-24T08:45:40.259Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011777_smoke_db3073ac2988a580.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011777_smoke_db3073ac2988a580.jpg,.runtime/yolo_label_review/manual_annotations_v1/fa/fa47f4098a9804519cf3985c9e0587c5a2082fe10137403a561c13a0e96e08ab.json,2026-07-24T08:45:50.394Z,2026-07-24T08:45:50.394Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011780_smoke_10e78f0dbb05e5fe.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011780_smoke_10e78f0dbb05e5fe.jpg,.runtime/yolo_label_review/manual_annotations_v1/47/47d087da115b9468cd6eb2c0cc0cbe4a9b20b82317a2d40f9d499926af4e141c.json,2026-07-24T08:45:59.101Z,2026-07-24T08:45:59.101Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011782_smoke_b7740c4d3ce50679.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011782_smoke_b7740c4d3ce50679.jpg,.runtime/yolo_label_review/manual_annotations_v1/dd/dd24829f23824ab854d9e3243b986807e1bfbd8e5c1cd739b121d5524f8713e9.json,2026-07-24T08:46:09.833Z,2026-07-24T08:46:09.833Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011783_smoke_79dca00a251d332f.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011783_smoke_79dca00a251d332f.jpg,.runtime/yolo_label_review/manual_annotations_v1/52/527c2d87da54eb66537529e7c3db023f6f08f2c724d0ab1062be4f6c04600892.json,2026-07-24T08:46:17.720Z,2026-07-24T08:46:17.720Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011784_smoke_90c7354ae96bbaa5.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011784_smoke_90c7354ae96bbaa5.jpg,.runtime/yolo_label_review/manual_annotations_v1/c0/c0950214318bf37309d367bb1a05f91bce05fa2cb0a6078c1420652a4693afdb.json,2026-07-24T08:46:24.990Z,2026-07-24T08:46:24.990Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011788_smoke_45c88afcb02cefd7.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011788_smoke_45c88afcb02cefd7.jpg,.runtime/yolo_label_review/manual_annotations_v1/88/88071acd21490558dd6db6865eb0cce51ab8a73e3b123fe8fce892f51c314dcc.json,2026-07-24T08:45:30.861Z,2026-07-24T08:45:30.861Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011789_smoke_5a485d1e1f8c25e5.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011789_smoke_5a485d1e1f8c25e5.jpg,.runtime/yolo_label_review/manual_annotations_v1/1a/1a6a8519b74cc263ce1cdf7224e2d9ea72c2257f8a13ac4a5091ab08211b4abb.json,2026-07-24T08:46:41.190Z,2026-07-24T08:46:41.190Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011790_smoke_72262602a8ad7adc.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011790_smoke_72262602a8ad7adc.jpg,.runtime/yolo_label_review/manual_annotations_v1/4c/4c7c38d3ae68639d235b1b547b41db4ef14143b5ed396b8a5de6eefa5af3623a.json,2026-07-24T08:46:49.677Z,2026-07-24T08:46:49.677Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011791_fire_367f572fdc17d341.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011791_fire_367f572fdc17d341.jpg,.runtime/yolo_label_review/manual_annotations_v1/a1/a1cc33f18f46aae8c4b11d2ab61e8391d823c2fd71b46fa266c008ecc1d35ee5.json,2026-07-24T08:46:58.890Z,2026-07-24T08:46:58.890Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011793_smoke_c76fce72768c77f0.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011793_smoke_c76fce72768c77f0.jpg,.runtime/yolo_label_review/manual_annotations_v1/b8/b839436e0dd2b8e55162c5a533ac64b0053feaf9d49d8513c354b0ec7ac76e03.json,2026-07-24T08:47:07.351Z,2026-07-24T08:47:07.351Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011794_fire_d296043b69241698.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011794_fire_d296043b69241698.jpg,.runtime/yolo_label_review/manual_annotations_v1/49/499de01b54c28ff08fa87d90ffc15b0b899a91975c24a082003a2f865f83a687.json,2026-07-24T08:47:15.640Z,2026-07-24T08:47:15.640Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011796_smoke_37fc1a32ac2b0ba1.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011796_smoke_37fc1a32ac2b0ba1.jpg,.runtime/yolo_label_review/manual_annotations_v1/0f/0f826ba132c2b3face8aa2e3846079f273101a4200fd664872a11d1c45b53a37.json,2026-07-24T08:48:18.259Z,2026-07-24T08:48:18.259Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011797_smoke_09cdafcfcb17f7bf.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011797_smoke_09cdafcfcb17f7bf.jpg,.runtime/yolo_label_review/manual_annotations_v1/fa/fabf9a0d79f4298c586ac95ca491ddc6235afe29efbd7163fda49ade80a3b41f.json,2026-07-24T08:47:51.155Z,2026-07-24T08:47:51.155Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011799_smoke_478bac928bef2efe.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011799_smoke_478bac928bef2efe.jpg,.runtime/yolo_label_review/manual_annotations_v1/9e/9e51fa17f8da02f475e2a18cd75d1cb76a5bf793c34559ff81b7774360c52ff6.json,2026-07-24T08:48:01.940Z,2026-07-24T08:48:01.940Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011800_smoke_23b30adfffe067a7.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011800_smoke_23b30adfffe067a7.jpg,.runtime/yolo_label_review/manual_annotations_v1/c6/c6e1b2c583978c8263329d7eafa2843fa33e82f551100707423fee3f8da80dd9.json,2026-07-24T08:48:29.518Z,2026-07-24T08:48:29.518Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011801_smoke_1d5091381b6dc92f.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011801_smoke_1d5091381b6dc92f.jpg,.runtime/yolo_label_review/manual_annotations_v1/83/83ce80eec77dc1005e600fee3bdda2efc0fe765ae13a7faef5934cba67587acf.json,2026-07-24T08:48:42.080Z,2026-07-24T08:48:42.080Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011803_fire_3cf77ac48d8f79ef.jpg,pass,YES,1,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011803_fire_3cf77ac48d8f79ef.jpg,.runtime/yolo_label_review/manual_annotations_v1/5e/5ef2b85b4cadea954820bc4defa5f641b46384f070aab53724ed44de31af1845.json,2026-07-24T08:48:52.306Z,2026-07-24T08:48:52.306Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011805_smoke_4705cd19564d7f01.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011805_smoke_4705cd19564d7f01.jpg,.runtime/yolo_label_review/manual_annotations_v1/b7/b7e573754159f12edec3aeafa5605401325c3aadc6259a17bef29a2ad50b3ac3.json,2026-07-24T08:49:01.946Z,2026-07-24T08:49:01.946Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011806_smoke_eaf0b8c9ea4621b1.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011806_smoke_eaf0b8c9ea4621b1.jpg,.runtime/yolo_label_review/manual_annotations_v1/d6/d622a2f51ffdce55821da06731ae7f1d2c99116ef6d8244888c21745be464ae5.json,2026-07-24T08:49:14.916Z,2026-07-24T08:49:14.916Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011810_fire_1c99f294d382cc71.jpg,pass,YES,1,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011810_fire_1c99f294d382cc71.jpg,.runtime/yolo_label_review/manual_annotations_v1/09/09779762082f9eb2b7f5465633d3d8f2e71581300eee2888055f52243e7cb239.json,2026-07-24T08:49:35.137Z,2026-07-24T08:49:35.137Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011811_fire_5973e096c1c8bf31.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011811_fire_5973e096c1c8bf31.jpg,.runtime/yolo_label_review/manual_annotations_v1/5c/5c6e407f5bab0c926631536c1945d5226bb1d0c19622d8312ec71f68bbce8df3.json,2026-07-24T08:49:39.764Z,2026-07-24T08:49:39.764Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011815_smoke_25fc5320d56c9ea1.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011815_smoke_25fc5320d56c9ea1.jpg,.runtime/yolo_label_review/manual_annotations_v1/5f/5f3b6662a58dcfe0b2b52611bcad70a799894f27d70c7dfa66c47e03483e483f.json,2026-07-24T08:49:44.198Z,2026-07-24T08:49:44.198Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011816_smoke_b5172830cc4970d6.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011816_smoke_b5172830cc4970d6.jpg,.runtime/yolo_label_review/manual_annotations_v1/cc/ccbeaed8ab85ef8bc6157f0d847d2a21ac1f98867b6890f3a775437c51712032.json,2026-07-24T08:49:49.320Z,2026-07-24T08:49:49.320Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011817_fire_8fd929b1cf7173e5.jpg,pass,YES,1,1,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011817_fire_8fd929b1cf7173e5.jpg,.runtime/yolo_label_review/manual_annotations_v1/fa/fa62c4126cee3ebb5e07f619d5ce0820e52f58c441cc06acabf32cb3b4028a1e.json,2026-07-24T08:49:53.798Z,2026-07-24T08:49:53.798Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011818_smoke_99ede038407f4c98.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011818_smoke_99ede038407f4c98.jpg,.runtime/yolo_label_review/manual_annotations_v1/bd/bdddd6ab722715062b99d0e481cd78b3f53960bf24fc819bfc949fa997436639.json,2026-07-24T08:49:58.593Z,2026-07-24T08:49:58.593Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011819_smoke_ba399227d9f95cde.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011819_smoke_ba399227d9f95cde.jpg,.runtime/yolo_label_review/manual_annotations_v1/0e/0e50f6b8335bee4f2bfb0bf0d7a425290271027652e014f7405059742e98e213.json,2026-07-24T08:50:06.093Z,2026-07-24T08:50:06.093Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011821_smoke_f00ed66904157696.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011821_smoke_f00ed66904157696.jpg,.runtime/yolo_label_review/manual_annotations_v1/61/614dd303ab9113e326cf4def5236e7b03a7e0436ecb749062109dcc785a5ab20.json,2026-07-24T08:50:16.213Z,2026-07-24T08:50:16.213Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011823_smoke_424973e6b0b77628.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011823_smoke_424973e6b0b77628.jpg,.runtime/yolo_label_review/manual_annotations_v1/e4/e4129b6c0ed253d31931e87af575377aee9f763e9b2d825780f59f08ffcd5e5b.json,2026-07-24T08:50:23.497Z,2026-07-24T08:50:23.497Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011826_smoke_65ed9ed3bbaca228.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011826_smoke_65ed9ed3bbaca228.jpg,.runtime/yolo_label_review/manual_annotations_v1/4f/4fc857f579866b7b0c34fb96fb72675d6d7f27a2206bfff175a193b607696eef.json,2026-07-24T08:50:53.451Z,2026-07-24T08:50:53.451Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011836_smoke_96e513da8057ed0b.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011836_smoke_96e513da8057ed0b.jpg,.runtime/yolo_label_review/manual_annotations_v1/db/db01df590175db4ecb72e53e8430761fc830976619f650e6355bcb0dd1ed9d1a.json,2026-07-24T08:52:31.233Z,2026-07-24T08:52:31.233Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011838_smoke_cb573bbb3c153c3d.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011838_smoke_cb573bbb3c153c3d.jpg,.runtime/yolo_label_review/manual_annotations_v1/65/65506ec187154c6746d98943f25dab39840834112b8b9e043e013acfb27a644c.json,2026-07-24T08:52:44.131Z,2026-07-24T08:52:44.131Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011839_smoke_91626b39351ea5b7.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011839_smoke_91626b39351ea5b7.jpg,.runtime/yolo_label_review/manual_annotations_v1/2f/2ffbbbe7ea74b71d65027cd6d150bef6551ac091590ef02017afe4976d8b102f.json,2026-07-24T08:52:53.197Z,2026-07-24T08:52:53.197Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011840_smoke_d92f82a666c7de44.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011840_smoke_d92f82a666c7de44.jpg,.runtime/yolo_label_review/manual_annotations_v1/8d/8d3014d8f1b9edb5f97bcac912de1ed24307715e50a795126f5373fde1182eb1.json,2026-07-24T08:53:02.239Z,2026-07-24T08:53:02.239Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011841_smoke_7fab4608dd84912b.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011841_smoke_7fab4608dd84912b.jpg,.runtime/yolo_label_review/manual_annotations_v1/bc/bce7bd49fa124b6ede19177f9aff070dc304c9a2504d1a0f649422b9ae26f951.json,2026-07-24T08:53:10.953Z,2026-07-24T08:53:10.953Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011842_smoke_877f61b18eb7e23c.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011842_smoke_877f61b18eb7e23c.jpg,.runtime/yolo_label_review/manual_annotations_v1/29/296b7847ddc48d72c8fd9a6b4c60d9cd19eb7d95bc9aa9386fa3fec71b0a176d.json,2026-07-24T08:53:23.103Z,2026-07-24T08:53:23.103Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011843_smoke_7f141302546eae03.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011843_smoke_7f141302546eae03.jpg,.runtime/yolo_label_review/manual_annotations_v1/de/de394300cfd77edee3b060da5fce46ba2f96c250851edac50cfa5f3db33059b1.json,2026-07-24T08:53:41.162Z,2026-07-24T08:53:41.162Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011847_smoke_b24c5b199daff1f3.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011847_smoke_b24c5b199daff1f3.jpg,.runtime/yolo_label_review/manual_annotations_v1/b2/b2e3e6838a6f82e2fcdb7fe27bb606e9734197b676393f8d11988c7ce2afdd5f.json,2026-07-24T08:53:50.583Z,2026-07-24T08:53:50.583Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011849_fire_bbbc70ecec2577ce.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011849_fire_bbbc70ecec2577ce.jpg,.runtime/yolo_label_review/manual_annotations_v1/36/3678a9738ee42ce4055b77f700b52423af6e4c44f0cf8fd76408fa69677e5800.json,2026-07-24T08:53:54.398Z,2026-07-24T08:53:54.398Z
fire,positive,loop:finetune_v2,images/train/event_feedback_011852_fire_f7220e84fe52c60f.jpg,pass,YES,1,2,/home/admin1/jgzj/.runtime/yolo_loop/datasets/finetune_v2/images/train/event_feedback_011852_fire_f7220e84fe52c60f.jpg,.runtime/yolo_label_review/manual_annotations_v1/c4/c4e678f217cca0ff81e6771404a978271feb910615bb5c52ebca43b7020ed345.json,2026-07-24T08:53:58.897Z,2026-07-24T08:53:58.897Z
